iter	Logloss
695	0.07066375732
696	0.07058197498
697	0.07049443245
698	0.07042907715
699	0.07036912918
700	0.07027975082
701	0.07016361237
702	0.0700841856
703	0.07002640724
704	0.06993990898
705	0.0698777914
706	0.06978579521
707	0.06972436905
708	0.06966676712
709	0.06961668491
710	0.06952525616
711	0.06938874722
712	0.06928262234
713	0.06918881893
714	0.069122715
715	0.06903798103
716	0.0689292717
717	0.06886836052
718	0.06876830101
719	0.06871938705
720	0.06865495682
721	0.06855415821
722	0.06844542027
723	0.06838391304
724	0.06829988956
725	0.06821801186
726	0.06814487457
727	0.06806725025
728	0.06798249722
729	0.06793535233
730	0.06786934853
731	0.06778878212
732	0.06773301125
733	0.06764556885
734	0.06755910873
735	0.06747983456
736	0.06743858337
737	0.0673610878
738	0.06726158619
739	0.06722166538
740	0.06716952324
741	0.06712975979
742	0.06705922127
743	0.06700419426
744	0.06688772202
745	0.06682373047
746	0.06673128128
747	0.06663866997
748	0.0665597105
749	0.0664842701
750	0.06642550945
751	0.06638614655
752	0.06633138657
753	0.06627493858
754	0.06622318745
755	0.06616288185
756	0.06607740879
757	0.06598977089
758	0.06587267399
759	0.06577428818
760	0.06573801041
761	0.06566551685
762	0.06558875561
763	0.06551587105
764	0.06547222137
765	0.06541235924
766	0.06534137726
767	0.06528254032
768	0.06520288467
769	0.06513120174
770	0.06507256508
771	0.06500671387
772	0.06496267796
773	0.06491184235
774	0.06481016636
775	0.06475580692
776	0.06469162464
777	0.0646265316
778	0.06456675053
779	0.06451752663
780	0.06447695732
781	0.0644185257
782	0.06437937737
783	0.06431457996
784	0.0642510891
785	0.06417463303
786	0.06412021637
787	0.0640737009
788	0.06401116371
789	0.06393719673
790	0.06387138367
791	0.06382027149
792	0.06376665115
793	0.06372649193
794	0.06366634369
795	0.06360102654
796	0.06352757454
797	0.0634747839
798	0.06341424942
799	0.0633546257
800	0.06323797703
801	0.06318025112
802	0.06313166618
803	0.06307271481
804	0.06300140858
805	0.06295119286
806	0.06291752815
807	0.06287379742
808	0.06281373024
809	0.06273316383
810	0.06267073631
811	0.06260770798
812	0.06254399776
813	0.06246443272
814	0.0623975563
815	0.06233674526
816	0.06230016232
817	0.06223677635
818	0.06217418671
819	0.06213557243
820	0.06208200455
821	0.06199982166
822	0.06194212914
823	0.06188933372
824	0.06183185577
825	0.06179569244
826	0.06174741268
827	0.06170068741
828	0.06161798477
829	0.06156209469
830	0.06152907848
831	0.06143047333
832	0.06135055542
833	0.06129244804
834	0.06126367092
835	0.06122794151
836	0.06110263824
837	0.06102455139
838	0.06098487854
839	0.06095039845
840	0.060894804
841	0.06084629059
842	0.06077674866
843	0.06071926117
844	0.06065873146
845	0.06061029434
846	0.06056638718
847	0.06050396919
848	0.06043970108
849	0.06041563511
850	0.06035120964
851	0.06029501438
852	0.06022967339
853	0.0601608181
854	0.0601143837
855	0.06003451347
856	0.06000417233
857	0.05996018887
858	0.05990119457
859	0.05980952263
860	0.05968157768
861	0.05962644577
862	0.0595750618
863	0.05952769756
864	0.05948916435
865	0.05943357468
866	0.05938262463
867	0.0593400526
868	0.05928491592
869	0.05923648834
870	0.05918444633
871	0.05914287567
872	0.05908333778
873	0.05902276993
874	0.05896587372
875	0.05891427994
876	0.0588620615
877	0.05880934715
878	0.05872131348
879	0.05865643501
880	0.05860189915
881	0.05853913307
882	0.05848883629
883	0.05838710785
884	0.05835011482
885	0.05827655792
886	0.05820580006
887	0.05815423965
888	0.05809046745
889	0.05805805683
890	0.05798188686
891	0.05795042038
892	0.05792294502
893	0.05786458015
894	0.05780396461
895	0.05775459766
896	0.05772957802
897	0.05768421173
898	0.05761967182
899	0.05756679535
900	0.05752999306
901	0.05748179436
902	0.05742233276
903	0.05737447739
904	0.0573167944
905	0.05727836132
906	0.05722363472
907	0.05715619087
908	0.05711052418
909	0.0570737505
910	0.05703465939
911	0.05695679665
912	0.0569199419
913	0.05687329292
914	0.05682756424
915	0.05679398537
916	0.05674973011
917	0.05669932365
918	0.05664440632
919	0.0565954113
920	0.05655628204
921	0.05649395943
922	0.05644958973
923	0.05640246391
924	0.05636921883
925	0.05632127762
926	0.05627231121
927	0.05625035286
928	0.05619772434
929	0.05617157936
930	0.05610637665
931	0.05605409622
932	0.05600510597
933	0.05596729279
934	0.05590429306
935	0.05588198185
936	0.05582728386
937	0.05577944279
938	0.05571089745
939	0.05564074039
940	0.05560564995
941	0.05556242943
942	0.05549940586
943	0.05545876503
944	0.05543677807
945	0.05538558006
946	0.05536558151
947	0.05530608654
948	0.05526039124
949	0.05520602226
950	0.05515120029
951	0.05509782314
952	0.05506496429
953	0.05501425743
954	0.05493588924
955	0.05488631248
956	0.05481080055
957	0.0547646904
958	0.05473011017
959	0.05466044426
960	0.05458611488
961	0.05451572895
962	0.05446462631
963	0.05441221714
964	0.05433489323
965	0.05425851822
966	0.0542305088
967	0.0541570282
968	0.05411058426
969	0.05406863213
970	0.05398933411
971	0.05392154694
972	0.05388928413
973	0.05385587692
974	0.05379955769
975	0.05374063492
976	0.05369777679
977	0.05365434647
978	0.05361421108
979	0.05354979515
980	0.05349907875
981	0.05347475052
982	0.05344348907
983	0.05342311859
984	0.05336730003
985	0.05326257706
986	0.05322163582
987	0.05315314293
988	0.05309037209
989	0.05304960728
990	0.05297736168
991	0.05293658257
992	0.05288617134
993	0.05282936096
994	0.05279245377
995	0.05275015831
996	0.05271137714
997	0.05266536236
998	0.05260425568
999	0.0525713253
579473019
986	0.03577809811
987	0.03573811054
988	0.03565655231
989	0.03563989401
990	0.03561030865
991	0.03559494495
992	0.03556860447
993	0.03553153515
994	0.03548614502
995	0.03545591116
996	0.03541474819
997	0.03540351391
998	0.03535979748
999	0.03532888412
